Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Total Population (tot_pop),Male Population (pop_male),Female Population (pop_female),Total Households (tot_hh),Bank (bank),Nearest Bank Distance (bank_distance),Business Correspondent with Internet (bc_w_internet),ATM (atm),Internet / Broadband Facility (internet_bb),Connected To All Weather Road (all_weather_road),Internal Pucca Roads (Cc/ Brick Road) (cc_road),Public Transport (pub_trans),Railway Station (railway),Common Service Centre (csc_avail),Domestic Electricity (elec_domes),Electricity Supply to MSME units (elec_msme),Public Distribution System (pds),Markets (avl_market),Piped Tap Water (tap_water),Telephone Services (telepone),HHs using Clean Energy(LPG/Biogas) (clean_energy_hhs),Solar / Wind Energy For Electrification (solar_wind_elect),HHs with Kuccha Wall and Kuccha Roof (kuccha_hhs),Post Office / Sub-Post Office (po_sub_po),Panchayat Bhawan (panch_bhawan),Public Information Board (pib),Primary School (prim_school),Middle School (middle_school),High School (high_school),Higher / Secondary School (high_second_school),Degree College (degree_clg),Public Library (public_library),Recreational Centre / Sports Playground (rec_sports),Vocational Educational Centre (vocational),Sub Centre (subcentre),Nearest Sub Centre (subcentre_dist),Veterinary Clinic Hospital (veterinary),Nearest Veterinary Clinic (veterinary_dist),Drainage Facilities (drainage),Common Pastures (pcomm_pasture)
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192868","Tamba","534255","Tambha",1033,540,493,272,false,"5-10 kms",true,"No",false,true,"Not covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"Weekly Haat","50 to 100% habitations covered","Mobile",250,false,10,false,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192828","Dighi(B)","534283","Dagapur",2,1,1,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No",">12 hrs",false,false,"No","only one habitation is covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192828","Dighi(B)","534316","Dighi",639,320,319,163,false,"5-10 kms",false,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"No","100% habitations covered","No",2,false,60,false,true,"Not Available",true,false,false,false,false,false,"No",false,"PHC","Not applicable",false,">10 kms","No",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192810","Adegaon","534331","Adegaon",1014,518,496,372,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"Weekly Haat","100% habitations covered","Mobile",345,false,95,false,true,"Available but not updated",true,true,true,true,false,false,"No",false,"PHC","Not applicable",true,"Not applicable","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192810","Adegaon","534338","Krishnapur",2,1,1,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","498","Wardha","4605","Ashti","192800","Sawanga(Pu)","533398","Rashidpur",1,1,0,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No",">12 hrs",false,false,"No","only one habitation is covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192845","Laxminarayanpur","534200","Laxminarayanpur",289,147,142,83,false,"5-10 kms",false,"No",false,false,"Fully covered","Auto",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",62,false,50,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192845","Laxminarayanpur","534203","Sekapur",50,28,22,8,false,"5-10 kms",false,"No",false,false,"Fully covered","Auto",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Both",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"Both",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192845","Laxminarayanpur","534205","Sekapur(Zopadi)",160,70,90,30,false,"5-10 kms",false,"No",false,false,"Fully covered","Auto",false,"No","8-12 Hrs",false,false,"No","<50% habitation covered","Mobile",29,false,15,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192845","Laxminarayanpur","534206","Chitaki",106,48,58,24,false,"5-10 kms",false,"No",false,false,"Partially covered","No",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",19,false,9,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192850","Nachangaon","534207","Eklaspur",900,433,467,224,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192850","Nachangaon","534208","Rangnathpur",2,1,1,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192850","Nachangaon","534209","Nachangaon",18761,9531,9230,4744,true,"Not applicable",true,"Yes",true,true,"Fully covered","Bus",false,"Separately located",">12 hrs",false,true,"Regular market","100% habitations covered","Mobile",4180,false,1188,true,true,"Available and updated",true,true,true,true,true,true,"Indoor",true,"PHC","Not applicable",true,"Not applicable","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192850","Nachangaon","534210","Kurla",2,1,1,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192850","Nachangaon","534212","Bachchharajpur",2,1,1,1,false,"2-5 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192833","Hiwara(K)","534266","Kolhapur",571,273,298,175,false,"5-10 kms",false,"No",false,false,"Partially covered","Auto",false,"No",">12 hrs",false,true,"No","50 to 100% habitations covered","Mobile",107,false,9,false,false,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192833","Hiwara(K)","534268","Hiwara (Kavare)",364,188,176,93,false,"2-5 kms",false,"No",true,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","50 to 100% habitations covered","Mobile",41,false,34,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192833","Hiwara(K)","534269","Malatpur",319,157,162,71,false,"2-5 kms",false,"No",false,true,"Partially covered","Auto",false,"No",">12 hrs",false,false,"No","100% habitations covered","Mobile",65,false,23,false,false,"Available and updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192831","Giroli","534340","Inzapur",2,1,1,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192831","Giroli","534344","Giroli",1680,862,818,395,true,"Not applicable",true,"Yes",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"Weekly Haat","50 to 100% habitations covered","Mobile",275,false,145,true,true,"Available and updated",true,true,true,true,false,true,"No",false,"PHC","Not applicable",false,"2-5 kms","Closed Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192859","Shendri","534238","Sendari",664,330,334,207,false,">10 kms",false,"No",false,true,"Partially covered","Bus",false,"Separately located","8-12 Hrs",false,false,"Weekly Haat","100% habitations covered","Mobile",50,false,90,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"PHC","Not applicable",true,"Not applicable","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192834","Inzala","534241","Inzala",2850,1477,1373,650,false,"5-10 kms",false,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"Weekly Haat","100% habitations covered","Mobile",300,false,400,true,true,"Available but not updated",true,true,true,true,false,true,"Indoor",false,"Sub Centre","Not applicable",false,"5-10 kms","Closed Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192837","Kajlsara","534291","Kajalsara",1160,640,520,302,false,"5-10 kms",false,"No",true,true,"Not covered","Auto",false,"Colocated with Panchayat Bhawan",">12 hrs",true,false,"Weekly Haat","100% habitations covered","Landline",262,false,37,false,true,"Available and updated",true,true,true,false,false,false,"No",false,"No",">10 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192866","Talni(B)","534240","Talni (Bhagwat)",586,302,284,175,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",true,false,"No","100% habitations covered","Mobile",3,false,27,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192866","Talni(B)","534245","Hirapur",616,314,302,92,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"No","8-12 Hrs",false,false,"No","only one habitation is covered","Mobile",3,false,13,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192852","Nandora(D)","534285","Nandora",1342,685,657,296,false,"2-5 kms",false,"No",true,false,"Not covered","Bus",false,"Separately located","1-4 hrs",false,false,"No","100% habitations covered","Mobile",1,false,104,true,true,"Not Available",true,true,false,false,false,false,"No",false,"PHC","Not applicable",false,"5-10 kms","Open Pucca Drainage Covered with Tiles Slabs",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192872","Yesgaon","534275","Yesgaon",552,278,274,146,false,">10 kms",false,"No",false,false,"Partially covered","Bus",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",0,false,45,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","1-2 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192853","Palsgaon","534244","Palasgaon",1001,521,480,265,false,"5-10 kms",false,"No",true,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"No","50 to 100% habitations covered","Both",200,false,30,false,true,"Available and updated",true,true,false,false,false,true,"Both",false,"No","2-5 kms",false,"5-10 kms","Closed Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192822","Borgaon(A)","534322","Bhojankheda",414,229,185,142,false,"2-5 kms",false,"No",false,false,"Not covered","Bus",false,"Colocated with Panchayat Bhawan","1-4 hrs",false,true,"No","100% habitations covered","No",10,false,50,false,false,"Not Available",true,false,false,false,true,false,"No",false,"No","1-2 kms",false,">10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192822","Borgaon(A)","534323","Babapur",0,0,0,5,false,"2-5 kms",false,"No",false,false,"Fully covered","Van",false,"Separately located","1-4 hrs",false,false,"No","100% habitations covered","Both",2,false,0,false,false,"Not Available",false,false,false,false,false,false,"Both",false,"No","< 1 km",false,"1-2 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192822","Borgaon(A)","534324","Mund",8,5,3,3,false,"< 1 km",false,"No",false,false,"Partially covered","Bus",false,"No","1-4 hrs",false,false,"No","50 to 100% habitations covered","No",2,false,2,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","< 1 km",false,"< 1 km","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192822","Borgaon(A)","534325","Aloda",523,292,231,151,false,">10 kms",false,"No",false,false,"Partially covered","Bus",false,"No","4-8 Hrs",false,false,"No","Not Covered","Mobile",0,false,32,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192822","Borgaon(A)","534326","Borgaon",667,376,291,147,false,">10 kms",false,"No",false,false,"Partially covered","Bus",false,"No",">12 hrs",false,false,"Weekly Haat","100% habitations covered","Mobile",130,false,27,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192822","Borgaon(A)","534346","Nimsada",645,350,295,61,false,">10 kms",false,"No",false,true,"Fully covered","Bus",false,"No","8-12 Hrs",false,false,"Weekly Haat","100% habitations covered","Mobile",21,false,25,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,"5-10 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192835","Isapur","534288","Isapur",790,410,380,200,false,"2-5 kms",false,"No",true,true,"Fully covered","Auto",false,"Colocated with Panchayat Bhawan",">12 hrs",true,false,"No","50 to 100% habitations covered","Mobile",170,false,60,false,true,"Available and updated",true,false,false,false,false,true,"Indoor",false,"PHC","Not applicable",false,"2-5 kms","Closed Drainage",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192835","Isapur","534289","Ekpala",4,2,2,1,false,"5-10 kms",false,"No",false,false,"Partially covered","No",false,"No","8-12 Hrs",false,false,"No","only one habitation is covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192815","Anji(B)","534306","Gangapur",170,100,70,39,false,"2-5 kms",false,"No",false,true,"Partially covered","No",false,"No",">12 hrs",true,false,"No","100% habitations covered","Mobile",33,false,15,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192815","Anji(B)","534307","Barhanpur",514,259,255,142,false,"2-5 kms",false,"No",false,true,"Partially covered","Bus",false,"No",">12 hrs",true,false,"No","100% habitations covered","Mobile",91,false,41,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192815","Anji(B)","534308","Muradpur",2,1,1,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192815","Anji(B)","534309","Rudrapur",2,1,1,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192815","Anji(B)","534311","Anji",1195,615,580,287,false,"2-5 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"Weekly Haat","100% habitations covered","Mobile",181,false,115,false,true,"Available and updated",true,true,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","498","Wardha","4606","Deoli","192815","Anji(B)","534312","Bahaddarpur",30,14,16,8,false,"2-5 kms",false,"No",false,false,"Partially covered","No",false,"No","4-8 Hrs",false,false,"No","Not Covered","Mobile",5,false,2,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","No",true
